Source,Model,Item,Disclaimer,Citation
Ximea,MC050CG-SY,IMX250 sensor with IR filter,Cite the source,XiC Technical Manual 1.18 and digitized using webplotdigitizer
Wavelength,Red,Green,Blue
300,0.0,0.0,0.0
301,0.0,0.0,0.0
302,0.0,0.0,0.0
303,0.0,0.0,0.0
304,0.0,0.0,0.0
305,0.0,0.0,0.0
306,0.0,0.0,0.0
307,0.0,0.0,0.0
308,0.0,0.0,0.0
309,0.0,0.0,0.0
310,0.0,0.0,0.0
311,0.0,0.0,0.0
312,0.0,0.0,0.0
313,0.0,0.0,0.0
314,0.0,0.0,0.0
315,0.0,0.0,0.0
316,0.0,0.0,0.0
317,0.0,0.0,0.0
318,0.0,0.0,0.0
319,0.0,0.0,0.0
320,0.0,0.0,0.0
321,0.0,0.0,0.0
322,0.0,0.0,0.0
323,0.0,0.0,0.0
324,0.0,0.0,0.0
325,0.0,0.0,0.0
326,0.0,0.0,0.0
327,0.0,0.0,0.0
328,0.0,0.0,0.0
329,0.0,0.0,0.0
330,0.0,0.0,0.0
331,0.0,0.0,0.0
332,0.0,0.0,0.0
333,0.0,0.0,0.0
334,0.0,0.0,0.0
335,0.0,0.0,0.0
336,0.0,0.0,0.0
337,0.0,0.0,0.0
338,0.0,0.0,0.0
339,0.0,0.0,0.0
340,0.0,0.0,0.0
341,0.0,0.0,0.0
342,0.0,0.0,0.0
343,0.0,0.0,0.0
344,0.0,0.0,0.0
345,0.0,0.0,0.0
346,0.0,0.0,0.0
347,0.0,0.0,0.0
348,0.0,0.0,0.0
349,0.0,0.0,0.0
350,0.0,0.0,0.0
351,0.0,0.0,0.0
352,0.0,0.0,0.0
353,0.0,0.0,0.0
354,0.0,0.0,0.0
355,0.0,0.0,0.0
356,0.0,0.0,0.0
357,0.0,0.0,0.0
358,0.0,0.0,0.0
359,0.0,0.0,0.0
360,0.0,0.0,0.0
361,0.0,0.0,0.0
362,0.0,0.0,0.0
363,0.0,0.0,0.0
364,0.0,0.0,0.0
365,0.0,0.0,0.0
366,0.0,0.0,0.0
367,0.0,0.0,0.0
368,0.0,0.0,0.0
369,0.0,0.0,0.0
370,0.0,0.0,0.0
371,0.0,0.0,0.0
372,0.0,0.0,0.0
373,0.0,0.0,0.0
374,0.0,0.0,0.0
375,0.0,0.0,0.0
376,0.0,0.0,0.0
377,0.0,0.0,0.0
378,0.0,0.0,0.0
379,0.0,0.0,0.0
380,0.0,0.0,0.0
381,0.0,0.0,0.0
382,0.0,0.0,0.0
383,0.0,0.0,0.0
384,0.0,0.0,0.0
385,0.0,0.0,0.0
386,0.0,0.0,0.0
387,0.0,0.0,0.0
388,0.0,0.0,0.0
389,0.0,0.0,0.0
390,0.0,0.0,0.0
391,0.0,0.0,0.0
392,0.0,0.0,0.0
393,0.0,0.0,0.0
394,0.0,0.0,0.0
395,0.0,0.0,0.0
396,0.0,0.0,0.0
397,0.0,0.0,0.0
398,0.0,0.0,0.0
399,0.0,0.0,28.524552038679825
400,0.0,0.0,29.238202669033928
401,0.0,0.0,29.933461380162065
402,0.0,0.0,30.590538407168186
403,5.058990847690979,4.482787866141132,31.228023609582966
404,4.913524493527465,4.397160695556909,31.864668383544654
405,4.768240185892912,4.311639452782179,32.48276340424475
406,4.623137924787323,4.226224137816941,33.01008669032082
407,4.478217710210697,4.140914750661195,33.53670751229212
408,4.337050917773341,4.059053748166835,34.09069809943124
409,4.1966948722437785,3.9779801949109186,34.622608448285945
410,4.056228652659006,3.8968425344380315,35.14393704347588
411,3.9156522590190233,3.8156407667481727,35.66565944534798
412,3.7749656913238323,3.7343748918413424,36.187775653902264
413,3.6341689495734326,3.653044909717541,36.663296581363376
414,3.530286263028666,3.6049553796472824,37.13766864552641
415,3.4336508630392273,3.560030270970023,37.63496259752864
416,3.3367793409225004,3.5149899941505494,38.1333196689692
417,3.2396716966784855,3.469834549188861,38.62842531940627
418,3.1423279303071823,3.4245639360849585,39.12038369901796
419,3.044748041808591,3.3791781548388413,39.61338530555874
420,2.9469320311827114,3.333677205450509,40.107430139028615
421,2.849142598832547,3.2883642860201605,40.60116786957988
422,2.751171373856811,3.2430131740804593,41.07116456365299
423,2.6529399142500627,3.197535133168291,41.542231515739836
424,2.5982880478060655,3.2082642618881265,42.01436872584041
425,2.5526448219160347,3.22609602728795,42.48757619395474
426,2.5068766969453855,3.2439628287879976,42.94710283224151
427,2.4602412157344005,3.2608805904668134,43.369607827283936
428,2.411996424972365,3.2757688551449755,43.76538029449096
429,2.363717979392257,3.2906665605137593,44.16141390528155
430,2.3154058789940755,3.305573706573165,44.55770865965573
431,2.267060123777821,3.3204902933231923,44.954264557613484
432,2.2186807137434936,3.335416320763841,45.25403093164111
433,2.170267648891093,3.3503517888951118,45.5092026059625
434,2.1230981868819523,3.388830112756527,45.71428076676814
435,2.0764872746802707,3.4298024669234928,45.903173354891315
436,2.029973979961411,3.470676252435331,46.09153845276498
437,1.9835583027253731,3.5114514692920435,46.27937606038914
438,1.937240242972157,3.5521281174936292,46.46668617776379
439,1.8910198007017618,3.5927061970400875,46.65346880488893
440,1.8448491863666996,3.633091595196024,46.71833208792549
441,1.7961594601125224,3.668027708363599,46.66121051287318
442,1.7476976949984953,3.702733639166741,46.60375761679378
443,1.6994638910246191,3.7372093876054513,46.5459733996873
444,1.6642884980233092,3.84147205287203,46.48785786155373
445,1.6353877758921291,3.952579854650742,46.42941100239309
446,1.6066158172610034,4.063052119129065,46.37063282220536
447,1.5782240511083396,4.173553740719563,46.3189024471134
448,1.5528590822031194,4.2914887566986,46.35360077438637
449,1.5275237498687029,4.409277495617803,46.388222843876086
450,1.5022180541050902,4.526919957477177,46.29503466428941
451,1.4769419949122817,4.644416142276717,46.15627702062171
452,1.4516955722902771,4.761766050016428,46.017653937967225
453,1.4264787862390764,5.112721436091242,45.879165416325975
454,1.4161922371301028,5.488495600495655,45.762691897341924
455,1.4154551992283113,5.868388016707438,45.679070716368685
456,1.4147163160629075,6.24872317933991,45.59531961107651
457,1.4139755876338915,6.629501088393072,45.51143858146539
458,1.4132330139412634,7.010721743866922,45.42742762753533
459,1.4124885949850232,7.698768639497031,45.16784762445741
460,1.411742330765171,8.46881453788672,44.90268920503374
461,1.4106605653114954,9.237572722003991,44.62663368443978
462,1.4095253276433097,10.335488878489846,44.34872655863665
463,1.4083891068491154,11.491210179925222,44.07063732578717
464,1.4100928322872666,13.027811259171644,43.79236598589133
465,1.4136974219151646,14.723526474890113,43.47553637161476
466,1.4173039846212043,15.951862983203602,43.09519844572048
467,1.4209452185057283,17.31003145555596,42.71559798695528
468,1.424666326304548,18.87863865686479,42.33804462592069
469,1.4283898987596475,20.654894488206118,41.960184621025654
470,1.4321159358710265,22.503624286647305,41.56990611595175
471,1.435844437638685,24.36255099442172,41.102006980826914
472,1.4395754040626234,26.23142371116417,40.633731718768495
473,1.4433088351428414,28.12015522334363,40.1650803297765
474,1.4457511038223791,30.076842891987148,39.71099733849598
475,1.4470490755367529,31.973621777005622,39.11462517248086
476,1.4483470472511266,33.89108280953119,38.48075628269981
477,1.4496450189655001,35.952182531844095,37.84568839411088
478,1.4509429906798739,37.67633131639558,37.210926958284105
479,1.4522409623942474,39.403507254878946,36.625781804352826
480,1.4535389293127112,41.03777792589193,36.039531055863115
481,1.4548368810524506,42.570634160248304,35.45217446592844
482,1.4561348327921901,43.91170181478817,34.850803421009466
483,1.4574327845319293,45.17394227406796,34.23202553027451
484,1.47075559523731,46.20656565474048,33.61209017338385
485,1.4937655779998629,47.238850736148045,33.01525035302076
486,1.516814145320704,48.174229398453356,32.46086556909868
487,1.5387172742530426,49.07343369990159,31.88091188973147
488,1.560208048787899,49.88497036224557,31.292445946805717
489,1.5816923520309505,50.50676724792342,30.62998593511873
490,1.6031701839821966,51.12837663207006,29.941842539611315
491,1.6246415446416382,51.74979851468545,29.25390287198166
492,1.6461064340092744,52.21336598272569,28.575256803344757
493,1.6676779361249932,52.657347599369984,27.90371046037861
494,1.7080326866102398,53.128018307353585,27.245997387855276
495,1.7628485053464078,53.599067922387285,26.58126038224404
496,1.817710014053319,54.05087617040665,25.913103424240198
497,1.8726172127309733,54.31778432980763,25.24437287637559
498,1.9275701013793707,54.5848984837036,24.56484246117092
499,1.9825686799985107,54.85221863209455,23.881135297648175
500,2.0386461220629726,55.14769329104508,23.20860486674851
501,2.095641505951161,55.46525267917104,22.558046604642776
502,2.152779911326607,55.78345688362235,21.909754913966864
503,2.2100613381893104,56.102305904399,21.259680033156233
504,2.2995071303079904,56.41024026196644,20.61942775016552
505,2.411525801364238,56.62319115310039,19.979824892144958
506,2.523633576572723,56.83208191338238,19.336970264997245
507,2.6344750413668097,57.00810141267733,18.713886244863307
508,2.7454578231219164,57.1843010717519,18.094336751808843
509,2.856581921838044,57.3606808906061,17.473970408824886
510,2.967847337515191,57.537240869239916,17.000891399806374
511,3.079254070153358,57.713981007653366,16.562766539038208
512,3.1908021197525454,57.89090130584645,16.12406202912082
513,3.301749219585544,58.05495042188431,15.68125256536082
514,3.3811017454133965,58.179607607190974,15.207323297637807
515,3.446004005179667,58.20398704349253,14.716674501322975
516,3.5109401505716775,58.22837123124362,14.225763821596605
517,3.575910181589427,58.25276017044423,13.734591258458689
518,3.640914098232915,58.27715386109438,13.268766922896749
519,3.7059933645602223,58.30220461035175,12.862468813110782
520,3.7732178591185344,58.359894010636246,12.462913744019469
521,3.8405493924922056,58.41759841992582,12.062673839113975
522,3.9079879646812348,58.47531783822048,11.661749098394303
523,3.9755335756856227,58.53305226552022,11.265585973101311
524,3.9667269820921076,58.5668531884438,10.960288715219024
525,3.929208112839218,58.5150026827006,10.654467974823397
526,3.8908576292147568,58.4515111135036,10.3460928361666
527,3.8517490024352763,58.377186725722204,10.035477637660577
528,3.812603550249772,58.30277161007938,9.724578309517128
529,3.773421272658244,58.22826576657514,9.413394851736259
530,3.7342021696606924,58.153669195209496,9.131801942777157
531,3.6949462412571177,58.07898189598242,8.885925550557605
532,3.655653487447519,58.00420386889393,8.63982427663516
533,3.6147587815120916,57.90426359033383,8.389865457422387
534,3.542274775575352,57.79257657171323,8.13978107556849
535,3.4534718551429298,57.56358936817009,7.889695597595991
536,3.3646685454831946,57.33460116049813,7.639609023504894
537,3.2758648465961464,57.10561194869734,7.389521353295197
538,3.187060758481786,56.876621732767724,7.155056541521282
539,3.0981317613814126,56.64535382910331,6.936264303617051
540,3.008997175654268,56.41012260323041,6.717014668966286
541,2.9198818719958632,56.17494112124869,6.497812479698725
542,2.830785850406199,55.939809383158156,6.2786577358143685
543,2.741709110885274,55.70472738895879,6.059550437313216
544,2.688968268160391,55.45593754360688,5.840490584195267
545,2.667346627166798,55.202442264103354,5.621478176460525
546,2.6447954936598244,54.92959993063668,5.4006057510673955
547,2.621945560030962,54.65034758039423,5.2070699366568824
548,2.5991204970232977,54.371383786154624,5.030045752705806
549,2.576320304636832,54.092708547917866,4.8532247691227
550,2.553544982871565,53.814321865683944,4.676606985907563
551,2.530794531727496,53.53622373945286,4.500192403060397
552,2.5079867130768783,53.21185603932614,4.323839239748829
553,2.4840341419869496,52.85074782744696,4.145746284016336
554,2.5644706736880143,52.49030063828701,3.9680313842505424
555,2.7525597341988117,52.1305144718463,3.790694540451448
556,2.940231662900396,51.77138932812481,3.613735752619052
557,3.127486459792769,51.412925207122555,3.4941260258268785
558,3.3143241248759288,51.04779311038683,3.3825666194700683
559,3.501110185018086,50.657778116523964,3.271584971847497
560,3.688333590026905,50.27954428773347,3.161515455130224
561,3.8752634650549576,49.90183456327071,3.051612145634029
562,4.376920811685037,49.524648943135674,2.941875043358911
563,4.938559301050941,49.147987427328374,2.8323041483048725
564,5.499322519232143,48.74371806999866,2.7228994604719117
565,6.631304983363238,48.31356496265945,2.613660979860029
566,8.074975319394662,47.904865216666735,2.505678990094341
567,10.013048626410566,47.509168667640765,2.4411865444059835
568,11.225095385235157,47.11352925271856,2.391958327714046
569,12.595518441616136,46.701608168966985,2.3427372568689964
570,14.82024456265183,46.24761029445824,2.293523331870835
571,17.13684024972037,45.79367807399338,2.244316552719561
572,19.57206985079304,45.33982750977856,2.195117694158439
573,22.25410874477955,44.88939733122898,2.1460863460931283
574,24.404194434703797,44.362258214921965,2.09705477928825
575,27.40382747806423,43.832490823692055,2.0480229937438037
576,30.085863597976534,43.302721068859086,1.99899098945979
577,32.16967968277679,42.767119250735966,1.9642177476985399
578,34.60655714998547,42.178039438406,1.9368194039877165
579,37.202754120128596,41.588956997928356,1.909420938040914
580,39.49931087091312,40.99987192930303,1.882022349858132
581,41.556552021726674,40.3973859267268,1.8546236394393714
582,43.541546838039864,39.74232641541858,1.8272248067846317
583,45.30627309540062,39.08726398169513,1.7998258518939128
584,47.05677034141982,38.43219862555646,1.7724267747672149
585,48.737332988802706,37.66341883223942,1.745027575404538
586,49.71457539376742,36.8770572894094,1.7184071110988743
587,50.69860611863906,36.09417725732976,1.6924499874693895
588,51.49670649507675,35.381353203548926,1.6667828056711547
589,52.09554342872244,34.66974387013584,1.6410851734061271
590,52.695030953166444,33.95729835083737,1.6153570906743073
591,53.29516906840876,33.18858041468712,1.5895985574756948
592,53.76750597735764,32.422285132699876,1.5641252803523884
593,53.96840019894915,31.68366302836592,1.5394944431103523
594,54.169640031105544,30.98318099815501,1.5147916818842715
595,54.37122547382685,30.28070271428054,1.4900169966741454
596,54.57315652711303,29.563356506401714,1.4651703874799746
597,54.775433190964115,28.818576989136318,1.44697765052766
598,54.978055465380095,28.071698764885195,1.434205752560377
599,55.11591783030106,27.292109858209958,1.4197175178157952
600,55.19439963527627,26.508302876802862,1.4048542303206915
601,55.119358743239026,25.724666347363375,1.3899941536030733
602,55.04433291889951,24.966180267270612,1.3751372876629409
603,54.9693221622577,24.25123788143495,1.3602836325002947
604,54.89432647331359,23.53645102082354,1.3454331881151342
605,54.77891128880004,22.808167251052136,1.3296045188277066
606,54.50075716723628,22.073067101201747,1.3098866243816794
607,54.223130283743814,21.34294112986385,1.2993986615446227
608,53.94603063832262,20.61778933703845,1.2976233532539767
609,53.66945823097271,19.975093254358594,1.2958230382820792
610,53.35245443896237,19.353423587346285,1.2931739399122262
611,52.80495207377534,18.671708534141416,1.2860278623604946
612,52.25940563740361,17.998479996079713,1.2788306029744747
613,51.544689199584504,17.301077102535498,1.2673745382295403
614,50.828025806191775,16.62886074531094,1.2557306206235008
615,50.20494547267109,15.99665860260073,1.2462685874147934
616,49.58421216918438,15.373847120140224,1.236745138217258
617,48.83699522353126,14.747958092218159,1.2345797857109402
618,48.06093464294432,14.190985596499305,1.2421358854545614
619,47.28487143696391,13.642943075538996,1.248939660106299
620,46.50638637030915,13.103211913087081,1.2549205223535016
621,45.698789575766824,12.553972317277141,1.258271567588707
622,44.75646002509923,11.983287549721677,1.2569870846367803
623,43.91706005336909,11.550410867596403,1.2576834690300023
624,42.740583196343145,11.03783258237303,1.2476829028172474
625,41.749563298553646,10.5828606702209,1.2419636728506989
626,41.06273327582091,10.212411342276523,1.244428753938516
627,40.047299179612885,9.767805002468835,1.2441350549445378
628,39.1458583040506,9.359634015624673,1.2540526991887821
629,38.308165995012,8.974518780197922,1.2644389551663517
630,37.38278334919214,8.612084967328334,1.2703267071784807
631,36.50505317980022,8.304819923180585,1.277318467762475
632,35.71596912479798,8.023227759460827,1.2860964103696084
633,34.57968593952456,7.668638457274975,1.2805905318806208
634,33.52843106220906,7.338696081975363,1.2761693534705858
635,32.567522763222414,7.033855471024322,1.2732881225636579
636,31.596835765840794,6.732036407305848,1.268194593824169
637,30.638820279194316,6.438081878035676,1.265376873544738
638,29.690036693926928,6.151207617749492,1.264087329081962
639,28.751970080641172,5.871675088308946,1.2610362779265325
640,27.801222382413275,5.623596744519695,1.2556187895136401
641,26.791849984983653,5.3852216153733306,1.2476433545970629
642,25.830523761791216,5.158693547904007,1.2394972425422233
643,24.89122038918777,4.938695118498281,1.2300639222847518
644,23.970553421505695,4.724504346122672,1.2192311111049932
645,23.074123009868956,4.517175434549244,1.2073381620510062
646,22.214290599657513,4.3190462610028355,1.1951221673176131
647,21.631004709855354,4.176326907955061,1.1970053725912662
648,21.052495848964135,4.035813599456074,1.1984716322086324
649,19.963383925805122,3.801165022701433,1.1690803626536441
650,19.167888951600236,3.6505370069008802,1.1543642367704177
651,18.398333159376374,3.5194138655690614,1.1389647179043114
652,17.653850813412642,3.391990175899772,1.1229189050097685
653,16.91687220746315,3.264919858521814,1.1051688483264683
654,16.19754887813405,3.140171046562232,1.0863955973854489
655,15.497409849792879,3.0180683863428124,1.0667582675627714
656,14.831590211153692,2.9026592645250426,1.0477697752625494
657,14.253036994562432,2.8038094669689904,1.0308918676172265
658,13.718670354226045,2.712712836286107,1.0142011036780274
659,13.178346657483408,2.6195196814298116,0.9956314346970275
660,12.567813589802537,2.533857705076401,0.9701647503495114
661,11.978503194819936,2.4647013503572675,0.9446305086710435
662,11.441657901839564,2.4022954192632824,0.9216084990025908
663,10.912296808616572,2.3373364811717328,0.8975366190092844
664,10.370431801867335,2.265760400727354,0.8708528042866107
665,9.84238543587729,2.193190000859046,0.8437159421495317
666,9.369948288421703,2.129220513585897,0.8198221998127702
667,8.903080720599261,2.0629191412717596,0.7917247514296631
668,8.443259523622194,1.9946347609206267,0.7613560124752375
669,7.988508553152817,1.924116181490235,0.7305220396180657
670,7.552846469983979,1.865777193457861,0.7005183288942052
671,7.2154900570223095,1.8321954346110707,0.6787636664571673
672,6.882279718185767,1.7957446578104965,0.656647476287437
673,6.553215453474351,1.7564248630561385,0.6341697583850143
674,6.194826222790571,1.7050236988567393,0.608045205828697
675,5.804982169769424,1.6402045803064806,0.577920967918207
676,5.427875508216723,1.5717905808827175,0.5473437355850842
677,5.097494613028114,1.5121036280207734,0.5189558421509906
678,4.785760838364329,1.453828299850157,0.491072388943984
679,4.486718363071632,1.3979581963856296,0.46404390732625317
680,4.228432473471718,1.3514837290715198,0.4408191552865678
681,3.9730015784090504,1.302188729319492,0.4175090072413168
